REGIÓN;SERVICIO;ITEM;CÓD BIP;NOMBRE INICIATIVA DE INVERSIÓN;ETAPA MIDESO;NUEVO/ ARRASTRE;MONTO 2015;MONTO 2016;MONTO 2017;MONTO 2018;SALDO
Bio Bio;Vialidad;PROYECTOS;30132689-0;CONSTRUCCION INTERCONEXION VIAL DICHATO, FLORIDA Y HUALQUI;PREFACTIBILIDAD;N   ;1;150.000;200.000;0;0
Bio Bio;Vialidad;PROYECTOS;30134055-0;CONSERVACION RED VIAL REGION DEL BIOBIO - GLOSA 07 AÑO 2013;EJECUCION;A   ;39.000;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30172125-0;MEJORAMIENTO CONEXIÓN VIAL CONCEPCION-CHIGUAYANTE, ETAPA 1;EJECUCION;A   ;3.092.948;7.059.200;4.892.730;0;0
Bio Bio;Vialidad;PROYECTOS;30172125-0;MEJORAMIENTO CONEXIÓN VIAL CONCEPCION-CHIGUAYANTE, ETAPA 1;EJECUCION;N   ;805.500;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30177273-0;CONSERVACION GLOBAL MIXTA CAMINOS RED VIAL VIII REGION 2013-2018;EJECUCION;A   ;2.826.003;3.013.006;3.150.530;2.573.146;536.692
Bio Bio;Vialidad;PROYECTOS;30224029-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA VIII REGION AÑO 2015;EJECUCION;A   ;600.833;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30224029-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA VIII REGION AÑO 2015;EJECUCION;N   ;4.344.693;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30224126-0;CONSERVACION GLOBAL MIXTA CAMINOS RED VIAL VIII REGION 2015-2019;EJECUCION;N   ;441.605;8.309.443;9.030.343;9.516.646;8.723.417
Bio Bio;Vialidad;PROYECTOS;30224127-0;CONSERVACION GLOBAL RUTA DE LA MADERA VIII REGION 2015-2017;EJECUCION;A   ;9.519;58.901;40.955;0;0
Bio Bio;Vialidad;PROYECTOS;30224127-0;CONSERVACION GLOBAL RUTA DE LA MADERA VIII REGION 2015-2017;EJECUCION;N   ;204.950;1.333.078;1.018.953;0;0
Bio Bio;Vialidad;PROYECTOS;30224322-0;CONSERVACION CAMINOS PLAN INDIGENA 2015 REGION DEL BIOBIO;EJECUCION;N   ;256.400;2.370.697;0;0;0
Bio Bio;Vialidad;PROYECTOS;30224372-0;CONSERVACION RED VIAL BIO BIO (2015-2016-2017);EJECUCION;N   ;609.725;3.339.236;333.900;0;0
Bio Bio;Vialidad;PROYECTOS;30235322-0;REPOSICION PUENTE PINTO, RUTA N-51 COIHUECO-PINTO, PROV. DE ÑUBLE;EJECUCION;A   ;50.000;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30235322-0;REPOSICION PUENTE PINTO, RUTA N-51 COIHUECO-PINTO, PROV. DE ÑUBLE;EJECUCION;N   ;302;2.228.923;1.484.745;0;0
Bio Bio;Vialidad;PROYECTOS;30257623-0;CONSTRUCCION PLAZA DE PEAJE SAN ROQUE, RUTA 156 DE LA MADERA;DISEÑO;A   ;500;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30257623-0;CONSTRUCCION PLAZA DE PEAJE SAN ROQUE, RUTA 156 DE LA MADERA;DISEÑO;N   ;1;135.000;0;0;0
Bio Bio;Vialidad;PROYECTOS;30259322-0;CONSERVACION CAMINOS BASICOS REGION DEL BIO BIO 2014-2015;EJECUCION;A   ;424.673;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30259322-0;CONSERVACION CAMINOS BASICOS REGION DEL BIO BIO 2014-2015;EJECUCION;N   ;6.424.400;5.063.348;0;0;0
Bio Bio;Vialidad;PROYECTOS;30259623-0;CONSTRUCCION DE CICLOVIAS Y OBRAS ANEXAS VARIAS RUTAS REG DEL BIOBIO;DISEÑO;A   ;500;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30259623-0;CONSTRUCCION DE CICLOVIAS Y OBRAS ANEXAS VARIAS RUTAS REG DEL BIOBIO;DISEÑO;N   ;1;278.100;30.900;0;0
Bio Bio;Vialidad;PROYECTOS;30268572-0;CONSERVACION PLAZA DE PEAJE SAN ROQUE-REGION DEL BIO-BIO 2015-2016;EJECUCION;A   ;1;70.100;3.000;0;0
Bio Bio;Vialidad;PROYECTOS;30268572-0;CONSERVACION PLAZA DE PEAJE SAN ROQUE-REGION DEL BIO-BIO 2015-2016;EJECUCION;N   ;13.650;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30285723-0;CONSERVACION PLAZA PEAJE CHAIMAVIDA RUTA148, EN SECTOR QUEIME 2015;EJECUCION;A   ;500;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30285723-0;CONSERVACION PLAZA PEAJE CHAIMAVIDA RUTA148, EN SECTOR QUEIME 2015;EJECUCION;N   ;1;50.000;15.000;0;0
Bio Bio;Vialidad;PROYECTOS;30285922-0;AMPLIACION PLAZA DE PEAJE CHAIMAVIDA;DISEÑO;A   ;500;0;0;0;0
Bio Bio;Vialidad;PROYECTOS;30285922-0;AMPLIACION PLAZA DE PEAJE CHAIMAVIDA;DISEÑO;N   ;1;131.000;0;0;0
Bio Bio;Vialidad;PROYECTOS;30286872-0;REPOSICION PUENTE LARAQUETE, COMUNA DE ARAUCO, PROVINCIA DE ARAUCO;DISEÑO;N   ;10.350;116.050;0;0;0
Bio Bio;Vialidad;PROYECTOS;30287178-0;CONSERVACION SISTEMA SEÑALIZACION INFORMATIVA REGION BIO BIO 2015;EJECUCION;N   ;151;762.200;0;0;0
Bio Bio;Vialidad;PROYECTOS;30290173-0;MEJORAMIENTO RUTA Q-45, ABANICO-PASO INTERNACIONAL PICHACHEN, ANTUCO;PREFACTIBILIDAD;N   ;1;103.000;206.000;0;0
Bio Bio;Vialidad;PROYECTOS;30306073-0;CONSERVACION RUTA Q-45, SECTOR: CANTERAS-ANTUCO;EJECUCION;N   ;897.386;2.610.395;0;0;0
Bio Bio;Vialidad;PROYECTOS;30306124-0;CONSERVACION RUTA N-55, SECTOR PINTO - LAS TRANCAS, PROV. DE ÑUBLE;EJECUCION;N   ;152;3.337.687;2.276.419;0;0
Bio Bio;Vialidad;PROYECTOS;30306172-0;CONSERVACION RUTA Q-61, SECTOR LOS ANGELES - SANTA BARBARA;EJECUCION;N   ;814.336;2.640.026;0;0;0
Bio Bio;O. Portuarias;ESTUDIOS BÁSICOS;30244174-0;ANALISIS CONDICIONES NATURALES ZONAS COSTERAS REGION DEL BIOBIO;EJECUCION;A   ;400;0;0;0;0
Bio Bio;O. Portuarias;ESTUDIOS BÁSICOS;30244174-0;ANALISIS CONDICIONES NATURALES ZONAS COSTERAS REGION DEL BIOBIO;EJECUCION;N   ;100.010;290.000;190.000;248.990;0
Bio Bio;O. Portuarias;PROYECTOS;30036031-0;CONSTRUCCIÓN INFRAESTRUCTURA MARÍTIMA CALETA TUBUL, ARAUCO;EJECUCION;A   ;13.184;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30051003-0;MEJORAMIENTO BORDE COSTERO SECTOR LA POZA, TALCAHUANO;EJECUCION;N   ;30.000;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30098819-0;REPARACIÓN DE ESPIGONES RÍO TIRÚA;EJECUCION;A   ;500;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30098819-0;REPARACIÓN DE ESPIGONES RÍO TIRÚA;EJECUCION;N   ;1.170.000;1.551.538;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30100889-0;REPOSICIÓN BORDE COSTERO DICHATO;EJECUCION;A   ;114.793;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30100890-0;CONSTRUCCION PROTECCION DE RIBERA COLIUMO, TOME;EJECUCION;A   ;500;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30100890-0;CONSTRUCCION PROTECCION DE RIBERA COLIUMO, TOME;EJECUCION;N   ;10;397.000;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30101423-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DEL BIOBIO;EJECUCION;A   ;495.274;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30101423-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DEL BIOBIO;EJECUCION;N   ;2.743.125;4.445.076;3.322.990;0;0
Bio Bio;O. Portuarias;PROYECTOS;30107415-0;REPOSICION BORDE COSTERO CALETA TUMBES -;EJECUCION;N   ;10;500.000;1.199.990;0;0
Bio Bio;O. Portuarias;PROYECTOS;30131541-0;REPOSICIÓN RAMPA PUERTO SUR, ISLA SANTA MARÍA, CORONEL;EJECUCION;A   ;92.507;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30273622-0;CONSTRUCCION MUELLE CALETA DE PESCADORES COLIUMO, TOME;EJECUCION;A   ;500;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30273622-0;CONSTRUCCION MUELLE CALETA DE PESCADORES COLIUMO, TOME;EJECUCION;N   ;1.780.000;984.650;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30317272-0;CONSTRUCCIÓN MUELLE ISLA SANTA MARIA;EJECUCION;A   ;500;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30317272-0;CONSTRUCCIÓN MUELLE ISLA SANTA MARIA;EJECUCION;N   ;1.596.000;3.061.824;24.000;0;0
Bio Bio;O. Portuarias;PROYECTOS;30366073-0;CONSERVACION CALADO VIA DE NAVEGACION RIO LEBU LEBU;EJECUCION;A   ;500;0;0;0;0
Bio Bio;O. Portuarias;PROYECTOS;30366073-0;CONSERVACION CALADO VIA DE NAVEGACION RIO LEBU LEBU;EJECUCION;N   ;20.000;120.000;0;0;0
Bio Bio;Aeropuertos;PROYECTOS;30044401-0;AMPLIACION ALARGUE PISTA, ALFA Y MEJORAMIENTO BRAVO AERÓDROMO CARRIEL SUR ;EJECUCION;A   ;500;0;0;0;0
Bio Bio;Aeropuertos;PROYECTOS;30044401-0;AMPLIACION ALARGUE PISTA, ALFA Y MEJORAMIENTO BRAVO AERÓDROMO CARRIEL SUR ;EJECUCION;N   ;1.454.205;0;0;0;0
Bio Bio;Aeropuertos;PROYECTOS;30089757-0;NORMALIZACIÓN TORRE DE CONTROL Y OTROS A BDO. O´HIGGINS CHILLÁN;EJECUCION;A   ;604;0;0;0;0
Bio Bio;Aeropuertos;PROYECTOS;30282972-0;CONSERVACION PEQUEÑOS AERÓDROMOS, REGIÓN DEL BÍO BÍO;EJECUCION;A   ;183.729;0;0;0;0
Bio Bio;Aeropuertos;PROYECTOS;30289972-0;CONSERVACION RUTINARIA AERÓDROMO CARRIEL SUR. CONCEPCIÓN, VIII REGIÓN;EJECUCION;N   ;856.495;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000047-0;AMPLIACION REHABILITACION Y MEJORAMIENTO RUTA INTERPORTUARIA TALCAHUANO-PENCO (INSPECCION FISCAL) -;EJECUCION;A   ;18.717;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000047-0;AMPLIACION REHABILITACION Y MEJORAMIENTO RUTA INTERPORTUARIA TALCAHUANO-PENCO (INSPECCION FISCAL) -;EJECUCION;N   ;210.720;232.082;232.082;38.866;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000069-0;ASESORIA A LA INSPECCION FISCAL DE LA OBRA TERMINAL DE PASAJEROS CARRIEL SUR EN CONSTRUCCION;EJECUCION;A   ;131.652;131.650;32.913;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000071-0;CONSTRUCCION CAMINO COIHUE - NACIMIENTO - SANTA JUANA - SAN PEDRO (CAMINO LA MADERA) POR CONCESION;EJECUCION;A   ;18.717;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000072-0;ACCESO NORTE A CONCEPCION POR CONCESION;EJECUCION;A   ;18.717;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000072-0;ACCESO NORTE A CONCEPCION POR CONCESION;EJECUCION;N   ;210.720;230.972;232.082;38.866;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000135-0;INTERCONEXION VIAL RUTA 160 - PUERTO SAN VICENTE - RUTA INTERPORTUARIA (ESTUDIO DE ANTEPROYECTO DE INGENIERIA, IMPACTO AMBIENTAL, INSERCION TERRITORIAL, EXPROPIACIONES, DEMANDA Y EVALUACION SOCIAL);EJECUCION;A   ;26.500;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000135-0;INTERCONEXION VIAL RUTA 160 - PUERTO SAN VICENTE - RUTA INTERPORTUARIA (ESTUDIO DE ANTEPROYECTO DE INGENIERIA, IMPACTO AMBIENTAL, INSERCION TERRITORIAL, EXPROPIACIONES, DEMANDA Y EVALUACION SOCIAL);EJECUCION;N   ;203.000;136.000;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000184-0;RUTA 160 TRAMO CORONEL TRES PINOS (INSPECCIÓN FISCAL);EJECUCION;A   ;711.385;99.047;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000184-0;RUTA 160 TRAMO CORONEL TRES PINOS (INSPECCIÓN FISCAL);EJECUCION;N   ;259.064;475.009;480.022;165.212;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000230-0;ACCESO NORTE A CONCEPCIÓN (COMPENSACIONES);EJECUCION;A   ;2.488.990;36.036;0;0;291.842
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000233-0;RUTA 160 TRAMO CORONEL TRES PINOS (EXPROPIACIONES);EJECUCION;A   ;1.118.062;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000233-0;RUTA 160 TRAMO CORONEL TRES PINOS (EXPROPIACIONES);EJECUCION;N   ;761.095;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000246-0;ACCESO NORTE A CONCEPCIÓN  (EXPROPIACIONES);EJECUCION;A   ;52.650;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000258-0;AUTOPISTA CONCEPCIÓN CABRERO Y RED VIAL BÍO BÍO (INSPECCIÓN FISCAL);EJECUCION;A   ;832.798;340.575;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000258-0;AUTOPISTA CONCEPCIÓN CABRERO Y RED VIAL BÍO BÍO (INSPECCIÓN FISCAL);EJECUCION;N   ;259.064;475.009;480.022;165.212;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000277-0;CONCESIÓN RUTA INTERPORTUARIA TALCAHUANO - PENCO (EXPROPIACIONES);EJECUCION;A   ;104.150;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000356-0;AUTOPISTA CONCEPCIÓN - CABRERO (EXPROPIACIONES);EJECUCION;A   ;540.150;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000437-0;#¿NOMBRE?;EJECUCION;A   ;119.190;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000439-0;RUTA 160 TRAMO TRES PINOS  - CORONEL (OBRAS DE ARTE);EJECUCION;A   ;6.000;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000444-0;AUTOPISTA CONCEPCIÓN - CABRERO (COMPENSACIONES);EJECUCION;A   ;4.110.804;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000444-0;AUTOPISTA CONCEPCIÓN - CABRERO (COMPENSACIONES);EJECUCION;N   ;4.000.333;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000475-0;#¿NOMBRE?;EJECUCION;N   ;24.104;1.728;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000489-0;-- CONCESIÓN VIAL PUENTE INDUSTRIAL, REGIÓN DEL BÍOBÍO  (INSPECCIÓN FISCAL);EJECUCION;A   ;2.000;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;29000489-0;-- CONCESIÓN VIAL PUENTE INDUSTRIAL, REGIÓN DEL BÍOBÍO  (INSPECCIÓN FISCAL);EJECUCION;N   ;456.930;757.050;757.050;659.200;413.130
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;30111623-0;MEJORAMIENTO CAMINO DE LA MADERA POR CONCESIONES (ESTUDIOS);EJECUCION;A   ;4.000;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;30111623-0;MEJORAMIENTO CAMINO DE LA MADERA POR CONCESIONES (ESTUDIOS);EJECUCION;N   ;387.179;312.821;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;484-0;#¿NOMBRE?;EJECUCION;A   ;2.000;0;0;0;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;484-0;#¿NOMBRE?;EJECUCION;N   ;179.760;600.000;600.000;254.037;0
Bio Bio;Adm.Sist.Concesiones;PROYECTOS;572-0;#¿NOMBRE?;EJECUCION;N   ;138;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30043940-0;MEJORAMIENTO Y AMPLIACIÓN SERVICIO APR DE TRUPAN, TUCAPEL;EJECUCION;A   ;84.109;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30095195-0;CONSTRUCCIÓN SERVICIO A.P.R. DE PILICURA (COBQUECURA);EJECUCION;A   ;412.328;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30102069-0;CONSTRUCCIÓN SERVICIO A.P.R. LOS BOLDOS Y OTROS, SANTA BARBARA;EJECUCION;A   ;1.153.448;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30103549-0;CONSTRUCCION SERVICIO APR EL PINO-SAN MIGUEL (LOS ÁNGELES);EJECUCION;A   ;115.827;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30103549-0;CONSTRUCCION SERVICIO APR EL PINO-SAN MIGUEL (LOS ÁNGELES);EJECUCION;N   ;694.600;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30103639-0;CONSTRUCCIÓN SERVICIO APR DIUTO (LOS ÁNGELES);EJECUCION;A   ;208.835;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30106701-0;CONSTRUCCION SERVICIO APR EL ZARZAL-MTE. BLANCO-CLE. DÁVILA(EL CARMEN);EJECUCION;A   ;73.713;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30106701-0;CONSTRUCCION SERVICIO APR EL ZARZAL-MTE. BLANCO-CLE. DÁVILA(EL CARMEN);EJECUCION;N   ;454.606;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30129567-0;CONSTRUCCIÓN SERVICIO APR PICHIARAUCO-VILLA LOS RÍOS (CURANILAHUE);EJECUCION;N   ;1.170.519;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30130564-0;CONSTRUCCIÓN SERVICIO A.P.R. RINCONADA DE ITATA, COMUNA YUNGAY;EJECUCION;A   ;279.820;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30130996-0;CONSTRUCCION SERVICIO APR SAN ANTONIO-LAS QUINTAS-ALLIPEN, LOS ANGELES;EJECUCION;A   ;134.148;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30130996-0;CONSTRUCCION SERVICIO APR SAN ANTONIO-LAS QUINTAS-ALLIPEN, LOS ANGELES;EJECUCION;N   ;851.000;0;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30135760-0;AMPLIACIÓN Y MEJORAMIENTO SERVICIO APR QUINQUEHUA CHILLÁN;EJECUCION;N   ;347.254;59.553;0;0;0
Bio Bio;Agua Potable Rural;PROYECTOS;30137306-0;CONSTRUCCION SERVICIO APR COLEAL CENTRAL DE COIHUECO COIHUECO;EJECUCION;N   ;374.063;0;0;0;0
Bio Bio;D.G. Aguas;ESTUDIOS BÁSICOS;30131598-0;ACTUALIZACIÓN ESTUDIO HIDROLÓGICO E HIDROGEOLÓGICO ESCUADRÓN CORONEL VIII REGIÓN;EJECUCION;N   ;30.900;30.900;0;0;0
Araucanía;Arquitectura;PROYECTOS;30036610-0;MEJORAMIENTO INTEGRAL CASA DE MAQUINAS, MUSEO NACIONAL FERROVIARIO;EJECUCION;A   ;1.965;0;0;0;0
Araucanía;Arquitectura;PROYECTOS;30036610-0;MEJORAMIENTO INTEGRAL CASA DE MAQUINAS, MUSEO NACIONAL FERROVIARIO;EJECUCION;N   ;111.956;903.310;902.893;0;0
Araucanía;Arquitectura;PROYECTOS;30106109-0;CONSERVACION ENVOLVENTE TÉRMICA ETAPA III EDIFICIO MOP, IX REGIÓN;EJECUCION;A   ;225.252;0;0;0;0
Araucanía;Arquitectura;PROYECTOS;30131696-0;REPOSICIÓN OFICINAS DIR. REGIONAL DE OBRAS HIDRÁULICAS, TEMUCO;DISEÑO;A   ;1.030;0;0;0;0
Araucanía;Arquitectura;PROYECTOS;30131696-0;REPOSICIÓN OFICINAS DIR. REGIONAL DE OBRAS HIDRÁULICAS, TEMUCO;DISEÑO;N   ;53.047;0;0;0;0
Araucanía;Arquitectura;PROYECTOS;30230322-0;CONSERVACION INSTALACIÓN ELECTRICA EDIFICIO MOP IX REGIÓN;EJECUCION;A   ;775.503;31.902;0;0;0
Araucanía;Arquitectura;PROYECTOS;30244374-0;CONSERVACIÓN OFICINA VIALIDAD CURACAUTÍN;EJECUCION;A   ;1.000;0;0;0;0
Araucanía;Arquitectura;PROYECTOS;30244374-0;CONSERVACIÓN OFICINA VIALIDAD CURACAUTÍN;EJECUCION;N   ;50.000;300.000;0;0;0
Araucanía;Obras Hidráulicas;ESTUDIOS BÁSICOS;20179805-0;DIAGNÓSTICO PLAN MAESTRO AGUAS LLUVIAS DE ANGOL;EJECUCION;N   ;54.720;130.560;100.181;0;0
Araucanía;Obras Hidráulicas;ESTUDIOS BÁSICOS;30080918-0;DIAGNÓSTICO PLAN MAESTRO RÍO CAUTIN, IX REGIÓN;EJECUCION;A   ;28.743;0;0;0;0
Araucanía;Obras Hidráulicas;ESTUDIOS BÁSICOS;30093761-0;DIAGNÓSTICO PLAN MAESTRO DE AGUAS LLUVIAS DE VILLARRICA;EJECUCION;A   ;101.904;12.657;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;20188580-0;CONSTRUCCION COLECTOR INTERCEPTOR AGUAS LLUVIAS SANTA ROSA, TEMUCO;DISEÑO;A   ;30.428;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30063942-0;CONSTRUCCIÓN COLECTOR INTERCEPTOR AGUAS LLUVIAS SAN MARTÍN, TEMUCO;DISEÑO;A   ;63.664;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30069901-0;CONSERVACIÓN INFRAESTRUCTURA AGUAS LLUVIAS DE TEMUCO 2008 - 2010;EJECUCION;A   ;154.795;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30069901-0;CONSERVACIÓN INFRAESTRUCTURA AGUAS LLUVIAS DE TEMUCO 2008 - 2010;EJECUCION;N   ;535.207;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30089789-0;CONSERVACIÓN DE RIBERAS EN VARIOS CAUCES 2010-2012 REGION ARAUCANÍA;EJECUCION;A   ;1.046.235;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30089789-0;CONSERVACIÓN DE RIBERAS EN VARIOS CAUCES 2010-2012 REGION ARAUCANÍA;EJECUCION;N   ;111.622;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30098257-0;CONSTRUCCIÓN CANALES SECUNDARIOS Y TERCIARIOS SISTEMA DE REGADÍO COMUY;EJECUCION;A   ;2.395.199;59.719;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30106352-0;CONSTRUCCIÓN DEF FLUVIALES RÍO CAUTÍN URBANO DE TEMUCO Y PADRE LAS CASAS;DISEÑO;A   ;99.964;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30121995-0;CONSERVACIÓN, MANTENCIÓN Y EXPLOTACIÓN SISTEMA DE REGADÍO COMUY;EJECUCION;A   ;65.984;0;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30121995-0;CONSERVACIÓN, MANTENCIÓN Y EXPLOTACIÓN SISTEMA DE REGADÍO COMUY;EJECUCION;N   ;336.087;73.255;0;0;0
Araucanía;Obras Hidráulicas;PROYECTOS;30228522-0;CONSERVACION DE RIBERAS EN VARIOS CAUCES, REG ARAUCANIA 2015 - 2017;EJECUCION;N   ;500.000;0;0;0;0
Araucanía;Vialidad;PROYECTOS;20153304-2;MEJORAMIENTO RUTAS S-46 ,S-618 SECTOR: PTO. DOMINGUEZ - HUALPIN;EJECUCION;A   ;4.200;0;0;0;0
Araucanía;Vialidad;PROYECTOS;20153304-2;MEJORAMIENTO RUTAS S-46 ,S-618 SECTOR: PTO. DOMINGUEZ - HUALPIN;EJECUCION;N   ;939.500;4.500.000;1.798.700;0;0
Araucanía;Vialidad;PROYECTOS;20155126-1;REPOSICION, CONSTRUCCION CONVENIO DE PROGRAMACION DE PUENTES PROVINCIA DE CAUTIN;EJECUCION;A   ;70.000;0;0;0;0
Araucanía;Vialidad;PROYECTOS;20155126-1;REPOSICION, CONSTRUCCION CONVENIO DE PROGRAMACION DE PUENTES PROVINCIA DE CAUTIN;EJECUCION;N   ;5.165;0;0;0;0
Araucanía;Vialidad;PROYECTOS;20167424-0;MEJORAMIENTO RUTA S-790 NUEVA TOLTEN - LIMITE REGIONAL (QUEULE);EJECUCION;N   ;66.398;0;0;0;0
Araucanía;Vialidad;PROYECTOS;20167472-0;MEJORAMIENTO PASADAS URBANAS RUTA S-30-40 SECTOR: TEMUCO - CARAHUE;EJECUCION;A   ;2.780.294;365.000;0;0;0
Araucanía;Vialidad;PROYECTOS;20184422-0;MEJORAMIENTO RUTA 199-CH SECTOR: PUESCO PASO MAMUIL MALAL;EJECUCION;A   ;6.820.002;3.404.960;0;0;0
Araucanía;Vialidad;PROYECTOS;20187901-0;CONSTRUCCION NUEVO PUENTE CAUTIN EN CAJON;EJECUCION;N   ;1.305.000;7.836.000;5.038.700;0;0
Araucanía;Vialidad;PROYECTOS;30034230-0;MEJORAMIENTO RUTA S-75 SECTOR: CUNCO - LAGO COLICO KM 8.5 A KM 14;EJECUCION;A   ;1.539.540;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30034268-0;AMPLIACION REPOSICION PAVIMENTO RUTA S-30 SECTOR TEMUCO - NUEVA IMPERIAL;EJECUCION;A   ;120.000;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30034809-0;MEJORAMIENTO RUTA 199-CH SECTOR: VILLARRICA - PUCON;EJECUCION;A   ;92.019;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30036234-0;CONSTRUCCION NUEVO PUENTE CAUTIN EN LAUTARO;EJECUCION;A   ;1.558.371;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30036234-0;CONSTRUCCION NUEVO PUENTE CAUTIN EN LAUTARO;EJECUCION;N   ;49.090;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30044558-0;REPOSICION RUTA R-76-S, SECTOR TRAIGUEN - GALVARINO;EJECUCION;A   ;6.468.540;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30044753-0;REPOSICION PUENTE QUELHUE - PUCON;EJECUCION;N   ;50.785;0;0;0;0
Araucanía;Vialidad;PROYECTOS;30059955-0;MEJORAMIENTO RUTA S-46 SECTOR: BUTACO - PUERTO DOMINGUEZ;EJECUCION;A   ;2.701;0;0;0;0
